sessionId,timestamp,itemId
24,891352384,229
24,891352384,434
24,891352384,214
24,891352419,658
24,891352451,589
24,891352451,25
24,891352451,11
24,891352489,614
24,891352489,647
24,891352489,550
24,891352489,161
24,891352489,470
24,891352526,207
24,891352526,629
24,891352557,99
24,891352557,70
24,891352557,211
24,891352594,627
24,891352594,602
24,891352626,81
24,891352626,195
24,891352626,529
24,891352659,674
24,891352659,528
24,891352659,556
24,891352659,652
24,891352692,548
24,891352692,27
24,891352692,47
24,891352692,71
24,891352749,151
24,891352749,537
24,891352749,609
24,891352778,188
24,891352778,668
24,891352778,217
24,891352778,509
24,891352831,519
24,891352831,432
24,891352831,619
24,891352831,628
24,891352831,275
24,891352831,607
24,891352864,10
24,891352864,471
24,891352864,635
24,891352904,177
24,891352904,210
24,891352904,121
24,891352904,402
24,891352904,606
24,891352947,404
24,891352947,675
24,891352947,202
24,891352984,90
24,891352984,622
24,891352984,51
24,891352984,631
24,891353011,378
24,891353051,212
24,891353051,660
24,891353051,416
24,891353086,455
24,891353086,549
24,891353086,610
24,891353124,154
24,891353124,140
24,891353124,679
24,891353124,521
24,891353154,465
24,891353192,133
24,891353192,463
24,891353192,125
24,891353219,420
24,891353254,126
24,891353254,670
24,891353254,544
24,891353254,649
24,891353254,443
24,891353290,405
24,891353290,605
24,891353325,77
24,891353325,379
24,891353326,230
24,891353357,472
24,891353411,501
24,891353411,118
24,891353411,566
24,891353444,163
24,891353444,162
24,891353444,141
24,891353444,546
24,891353477,581
24,891353477,489
24,891353543,200
24,891353570,637
24,891353614,226
24,891353614,645
24,891353614,640
24,891353614,506
24,891353614,39
24,891353652,592
24,891353676,639
24,891353710,281
24,891353710,547
24,891353710,384
24,891353744,673
24,891353744,597
24,891353744,601
24,891353744,365
24,891353766,232
24,891353801,595
24,891353801,52
24,891353801,598
24,891353828,448
24,891353828,29
24,891353828,573
24,891353860,599
24,891353860,91
24,891353860,452
24,891353892,451
24,891353892,106
24,891353892,624
24,891353892,620
24,891353950,587
24,891353950,571
24,891353950,503
24,891353977,72
24,891353977,664
24,891354053,241
24,891354053,562
24,891354053,380
24,891354090,142
24,891354090,389
24,891354090,600
24,891354090,578
24,891354114,594
24,891354165,78
24,891354217,623
24,891354257,401
24,891354257,441
24,891354288,396
24,891354288,444
24,891354331,572
24,891354357,399
24,891354381,80
24,891354438,415
24,891354471,564
24,891354471,665
24,891354499,676
24,891354499,677
24,891354499,62
24,891354530,145
24,891354531,552
24,891354588,617
24,891354611,561
24,891354639,554
24,891354639,570
24,891354639,586
24,891354662,541
24,891354689,53
24,891354729,139
24,891354730,590
24,891354785,449
24,891354882,559
24,891354882,545
25,892130784,334
25,892130809,294
25,892130982,260
25,892131824,418
25,892131824,625
25,892131849,542
25,892131924,219
25,892131924,558
25,892131925,672
25,892131978,563
25,892131978,440
25,892131978,551
25,892131978,569
25,892132019,567
25,892132019,565
25,892132020,669
25,892132020,446
25,892132122,638
25,892132145,557
25,892132171,580
25,892132192,666
25,892132277,642
25,892132317,227
25,892132380,54
25,892132380,583
25,892132402,574
25,892132425,450
25,892132627,143
25,892132652,417
25,892132773,621
25,892132773,626
25,892132798,560
25,892132885,231
25,892132943,576
25,892132943,391
25,892132972,540
25,892133036,428
25,892133057,175
25,892133154,73
25,892133180,585
25,892133271,575
25,892133310,386
25,892133310,577
25,892133361,579
25,892133466,520
25,892133670,387
25,892133670,317
25,892133739,662
25,892134010,553
25,892134811,555
25,892134959,134
25,892134959,31
25,892135078,324
25,892135277,258
25,892135346,193
25,892135346,185
25,892135346,199
25,892135346,641
25,892135346,12
25,892135347,582
25,892135347,654
25,892135347,667
25,892135347,433
25,892135347,357
26,892333206,341
27,879361482,258
27,879361521,294
27,879361550,301
27,879361604,259
27,879361664,336
27,879361665,260
27,879361732,688
27,879361732,243
27,879361732,358
27,879361825,457
27,879361825,687
27,879361825,341
27,879361873,338
27,879361873,689
27,879362123,172
27,879362123,127
27,879362123,651
27,879362123,187
27,879362124,50
27,879362124,385
27,879362124,89
27,879362183,22
27,879362183,182
27,879362183,190
27,879362183,511
27,879362183,56
27,879362183,174
27,879362183,96
27,879362183,181
27,879362233,568
27,879362233,183
27,879362233,176
27,879362233,435
27,879362233,177
27,879362233,11
27,879362233,510
27,879362234,403
27,879362286,79
27,879362286,144
27,879362286,228
27,879362286,55
27,879362287,7
27,879362287,210
27,879362287,195
27,879362287,273
27,879362356,550
27,879362356,686
27,879362356,188
27,879362356,229
27,879362356,684
27,879362356,82
27,879362356,222
27,879362356,431
27,879362422,518
27,879362423,685
27,879362423,233
27,879362423,241
27,879362423,227
27,879362423,566
28,886958715,340
28,886958715,242
28,886959343,521
28,886959343,479
28,886959343,507
28,886959343,402
28,886959344,527
28,886959344,615
28,886959344,690
28,886959423,276
28,886959453,294
28,886960030,7
28,886960055,298
28,886960055,691
28,886960055,286
28,886960055,6
28,886960055,371
28,886960055,201
28,886960055,50
28,886960055,385
28,886960056,487
28,886960056,483
29,877886162,269
29,877886162,302
29,877886162,286
29,877886223,289
29,877886223,319
29,877886281,334
29,877886281,245
29,877886359,333
29,877886597,527
29,877886597,654
29,877886597,430
29,877886598,64
29,877886598,56
29,877886598,663
29,877886598,513
29,877886661,194
29,877886661,493
29,877886661,127
29,877886661,174
29,877886661,32
29,877886722,611
29,877886722,702
29,877886722,186
29,877886722,558
29,877886722,629
29,877886722,59
29,877886722,518
29,877886722,153
29,877886783,385
29,877886783,418
29,877886783,603
29,877886783,474
29,877886783,693
29,877886783,707
29,877886846,486
29,877886846,505
29,877886846,656
29,877886846,156
29,877886846,588
29,877886911,531
29,877886911,404
29,877886911,664
29,877886911,23
29,877886911,12
29,877886911,686
29,877886912,371
29,877886912,82
29,877888545,124
29,877888545,223
29,877888545,475
29,877888545,50
29,877888613,488
29,877888613,191
29,877888613,273
29,877888613,709
29,877888613,610
29,877888677,175
29,877888677,706
29,877888677,275
29,877888677,697
29,877888677,221
29,877888677,178
29,877888677,11
29,877888812,22
29,877888812,651
29,877888812,711
29,877888812,168
29,877888812,205
29,877888812,701
29,877888876,606
29,877888876,182
29,877888876,185
29,877888877,16
29,877888877,234
29,877888877,1
29,877888877,698
29,877888877,511
29,877888943,480
29,877888944,461
29,877888944,160
29,877888944,116
29,877888944,197
29,877889004,135
29,877889004,157
29,877889004,478
29,877889004,179
29,877889005,509
29,877889005,496
29,877889005,9
29,877889005,198
29,877889057,602
29,877889058,48
29,877889130,4
29,877889130,99
29,877889130,176
29,877889130,195
29,877889130,652
29,877889130,211
29,877889131,134
29,877889131,69
29,877889186,285
29,877889186,463
29,877889186,155
29,877889186,357
29,877889186,137
29,877889261,218
29,877889261,200
29,877889261,435
29,877889261,497
29,877889261,98
29,877889261,692
29,877889261,502
29,877889262,482
29,877889333,498
29,877889333,164
29,877889333,483
29,877889333,216
29,877889333,274
29,877889333,170
29,877889333,180
29,877891747,100
29,877891747,447
29,877891747,462
29,877891747,470
29,877891747,70
29,877891904,655
29,877891904,133
29,877891904,467
29,877891904,276
29,877891904,484
29,877891905,589
29,877891966,129
29,877891966,192
29,877891966,414
29,877891966,479
29,877891967,203
29,877892050,704
29,877892050,705
29,877892050,519
29,877892050,695
29,877892050,13
29,877892050,199
29,877892050,161
29,877892110,504
29,877892110,657
29,877892110,703
29,877892110,521
29,877892110,144
29,877892110,60
29,877892110,604
29,877892160,495
29,877892160,710
29,877892160,432
29,877892160,617
29,877892160,93
29,877892209,510
29,877892210,7
29,877892210,489
29,877892210,162
29,877892210,530
29,877892210,230
29,877892210,525
29,877892276,283
29,877892276,615
29,877892276,696
29,877892276,582
29,877892276,238
29,877892277,700
29,877892437,367
29,877892437,694
29,877892438,420
29,877892438,712
29,877892438,529
29,877892438,708
29,877892438,85
29,877892438,40
29,877893020,183
29,877893020,132
29,877893020,33
29,877893020,699
29,877893021,499
30,879163494,321
30,879163524,294
31,880371312,340
32,891901606,286
32,891901629,750
32,891901652,268
32,891901696,258
32,891901716,690
32,891901769,332
32,891901797,749
32,891901991,350
32,891902092,751
32,891902092,300
32,891902157,312
32,891902157,752
32,891902157,301
32,891902222,324
32,891902270,259
32,891902270,748
32,891902426,260
32,891902718,100
32,891902718,222
32,891902745,741
32,891902745,123
32,891902745,121
32,891902815,291
32,891902815,742
32,891902815,717
32,891902880,370
32,891902970,9
32,891903005,744
32,891903005,508
32,891903005,237
32,891903024,713
32,891903067,740
32,891903067,15
32,891903108,125
32,891903226,277
32,891903226,544
32,891903276,107
32,891903836,109
32,891903836,25
32,891903836,718
32,891903862,111
32,891903862,455
32,891903877,290
32,891903935,120
32,891904016,405
32,891904016,24
32,891904037,597
32,891904065,743
32,891904174,190
32,891904174,521
32,891904174,423
32,891904174,317
32,891904194,12
32,891904194,318
32,891904214,558
32,891904214,714
32,891904241,22
32,891904241,357
32,891904241,28
32,891904270,191
32,891904270,69
32,891904270,434
32,891904270,196
32,891904271,11
32,891904300,425
32,891904300,97
32,891904300,735
32,891904300,662
32,891904300,427
32,891904335,429
32,891904335,135
32,891904335,730
32,891904335,727
32,891904335,180
32,891904335,527
32,891904335,83
32,891904335,52
32,891904389,215
32,891904389,646
32,891904389,699
32,891904413,733
32,891904551,47
32,891904551,175
32,891904551,86
32,891904551,724
32,891904552,57
32,891904573,660
32,891904573,70
32,891904573,382
32,891904596,732
32,891904596,58
32,891904617,549
32,891904617,239
32,891904637,723
32,891904637,729
32,891904662,402
32,891904717,720
32,891904764,715
32,891904764,365
32,891904789,731
32,891904789,737
32,891904805,29
32,891904859,526
32,891904920,204
32,891904920,194
32,891904920,659
32,891904920,173
32,891904949,216
32,891904949,524
32,891904949,168
32,891904949,56
32,891904949,8
32,891904968,435
32,891904968,372
32,891905003,652
32,891905003,433
32,891905003,211
32,891905003,692
32,891905003,88
32,891905003,451
32,891905032,746
32,891905032,428
32,891905032,663
32,891905032,238
32,891905032,430
32,891905032,208
32,891905058,716
32,891905058,367
32,891905058,42
32,891905221,710
32,891905222,517
32,891905222,580
32,891905222,393
32,891905279,721
32,891905279,40
32,891905279,386
32,891905279,719
32,891905279,399
32,891905298,90
32,891905324,110
32,891905324,94
32,891905324,745
32,891905324,738
32,891905324,401
32,891905349,734
32,891905349,722
32,891905349,395
32,891905366,728
32,891905393,414
32,891905515,726
32,891905555,383
32,891905555,577
32,891905568,725
32,891905783,230
32,891905783,185
32,891905783,79
32,891905783,98
32,891905783,603
32,891905783,176
32,891905824,228
32,891905824,39
32,891905856,203
32,891905856,654
32,891905856,504
32,891905878,229
32,891905896,227
32,891905896,431
32,891905936,38
32,891905936,561
32,891905936,54
32,891906327,573
32,891906327,449
32,891906327,356
32,891906389,241
32,891906389,707
32,891906389,213
32,891906411,736
32,891906411,739
32,891906426,747
32,891906439,51
32,891906510,274
33,879958639,300
33,879958742,328
33,879958810,754
33,879958902,381
33,879958902,69
33,879958969,28
33,879958969,174
33,879959025,392
33,879959025,416
33,879959044,50
33,879959068,98
33,879959088,172
33,879959105,684
33,879959138,157
33,879959161,480
33,879959212,591
33,879959306,159
33,879959374,170
33,879959394,708
33,879959465,132
33,879959465,228
33,879959488,276
33,879959488,127
33,879959513,168
33,879959514,202
33,879959553,196
33,879959553,161
33,879959553,215
33,879959583,96
33,879959583,203
33,879959610,82
33,879959610,200
33,879959635,143
33,879959635,71
33,879959670,471
33,879959670,15
33,879959670,133
33,879959670,195
33,879960679,753
33,879960679,282
33,879960801,191
33,879960826,735
33,879960826,97
33,879960826,204
33,879960826,402
33,879960826,318
33,879960826,242
33,879960826,216
33,879960826,4
33,879960826,88
33,879960826,238
34,881514683,294
34,881514683,286
34,881514683,310
34,881514684,340
34,881514684,307
34,881514726,308
34,881514726,311
34,881514810,268
34,881514810,333
34,881514811,305
34,881514811,302
34,881514811,328
34,881514811,690
34,881514876,303
34,881514876,270
34,881514876,271
34,881514876,874
34,881514876,306
34,881514876,881
34,881514876,262
34,881515011,98
34,881515011,56
34,881515011,185
34,881515011,12
34,881515011,504
34,881515112,514
34,881515112,617
34,881515112,474
34,881515113,475
34,881515193,198
34,881515193,480
34,881515193,168
34,881515193,216
34,881515193,191
34,881515193,205
34,881515193,242
34,881515193,515
34,881515239,589
34,881515239,433
34,881515239,638
34,881515239,197
34,881515295,530
34,881515295,654
34,881515295,494
34,881515295,165
34,881515296,195
34,881515348,857
34,881515348,615
